Time	thumb base joint right X	thumb base joint right Y	thumb base joint right Z	thumb base joint right v(X)	thumb base joint right v(Y)	thumb base joint right v(Z)	thumb end joint right X	thumb end joint right Y	thumb end joint right Z	thumb end joint right v(X)	thumb end joint right v(Y)	thumb end joint right v(Z)	thumb tip right X	thumb tip right Y	thumb tip right Z	thumb tip right v(X)	thumb tip right v(Y)	thumb tip right v(Z)	forefinger base joint right X	forefinger base joint right Y	forefinger base joint right Z	forefinger base joint right v(X)	forefinger base joint right v(Y)	forefinger base joint right v(Z)	forefinger middle joint right X	forefinger middle joint right Y	forefinger middle joint right Z	forefinger middle joint right v(X)	forefinger middle joint right v(Y)	forefinger middle joint right v(Z)	forefinger tip right X	forefinger tip right Y	forefinger tip right Z	forefinger tip right v(X)	forefinger tip right v(Y)	forefinger tip right v(Z)	thumb base joint right X	thumb base joint right Y	thumb base joint right Z	thumb base joint right v(X)	thumb base joint right v(Y)	thumb base joint right v(Z)	thumb end joint right X	thumb end joint right Y	thumb end joint right Z	thumb end joint right v(X)	thumb end joint right v(Y)	thumb end joint right v(Z)	thumb tip right X	thumb tip right Y	thumb tip right Z	thumb tip right v(X)	thumb tip right v(Y)	thumb tip right v(Z)	forefinger base joint right X	forefinger base joint right Y	forefinger base joint right Z	forefinger base joint right v(X)	forefinger base joint right v(Y)	forefinger base joint right v(Z)	forefinger middle joint right X	forefinger middle joint right Y	forefinger middle joint right Z	forefinger middle joint right v(X)	forefinger middle joint right v(Y)	forefinger middle joint right v(Z)	forefinger tip right X	forefinger tip right Y	forefinger tip right Z	forefinger tip right v(X)	forefinger tip right v(Y)	forefinger tip right v(Z)
8.783298	0.10844896	0.05446249	0.05322570	-0.00656511	-0.00287286	0.00193127	0.08142480	0.04574005	0.05127396	-0.00575861	-0.00440603	0.00090164	0.06594586	0.03858646	0.04430953	-0.00661089	-0.00478726	0.00133796	0.10448837	0.08100086	0.08949900	-0.00179698	0.00149496	-0.00002146	0.06900902	0.07447708	0.07821686	-0.00187524	0.00091002	0.00169814	0.05273149	0.06098795	0.04257523	0.00291457	-0.00014022	-0.00146926	0.11564621	0.06364751	0.05214228	-0.00506116	0.01008921	0.00568953	0.08989407	0.06109667	0.05262539	-0.00063874	0.01756945	0.00875780	0.07008492	0.05554272	0.04971858	0.00143391	0.01353035	0.01831902	0.10449803	0.07863004	0.08616559	0.00281313	0.00238103	0.00104756	0.07332300	0.07456236	0.08061752	0.00062686	0.00652029	0.01670241	0.04919913	0.06532230	0.04744093	-0.00392323	0.00573559	0.02040532
8.799965	0.10830169	0.05439549	0.05327686	-0.00725276	-0.00322328	0.00143253	0.08127959	0.04564063	0.05129476	-0.00576152	-0.00423997	0.00079101	0.06576979	0.03848039	0.04434639	-0.00723473	-0.00419192	0.00115829	0.10442839	0.08102290	0.08949465	-0.00161220	0.00062347	-0.00032250	0.06894050	0.07445762	0.07824738	-0.00191995	-0.00036884	0.00156336	0.05279575	0.06094693	0.04256292	0.00266719	-0.00105402	-0.00131118	0.11561286	0.06385366	0.05223715	-0.00336272	0.00857707	0.00498520	0.08991881	0.06143744	0.05273598	0.00044201	0.01528066	0.00844929	0.07017008	0.05578548	0.05001255	0.00168790	0.01132081	0.01699747	0.10452662	0.07869717	0.08619803	0.00164577	0.00102081	0.00152786	0.07335484	0.07470682	0.08088969	0.00078824	0.00472682	0.01560962	0.04920354	0.06544112	0.04775637	-0.00267667	0.00467377	0.01831034
8.816631	0.10817397	0.05433212	0.05330771	-0.00713351	-0.00336932	0.00015827	0.08118593	0.04555378	0.05130755	-0.00518291	-0.00370700	0.00012154	0.06563807	0.03838614	0.04437248	-0.00688269	-0.00338140	0.00036225	0.10439748	0.08098590	0.08949368	-0.00094466	-0.00056464	-0.00044748	0.06889770	0.07434724	0.07828525	-0.00164446	-0.00206710	0.00130028	0.05284314	0.06087363	0.04255617	0.00195152	-0.00196907	-0.00117597	0.11557022	0.06401246	0.05230275	-0.00221846	0.00700667	0.00437718	0.08996608	0.06170080	0.05289516	0.00064258	0.01232953	0.00883046	0.07020949	0.05596522	0.05032917	0.00119273	0.00903372	0.01591730	0.10456382	0.07871981	0.08623782	0.00100922	-0.00045084	0.00171424	0.07341287	0.07477912	0.08115548	0.00088200	0.00277409	0.01480488	0.04920942	0.06549966	0.04808939	-0.00225619	0.00317672	0.01708792
8.833298	0.10806382	0.05428632	0.05329417	-0.00631007	-0.00327540	-0.00134556	0.08113659	0.04550167	0.05130721	-0.00427058	-0.00288259	-0.00083551	0.06554616	0.03833921	0.04436507	-0.00561526	-0.00251460	-0.00065651	0.10440881	0.08095733	0.08947998	-0.00002775	-0.00138354	-0.00057947	0.06887954	0.07429674	0.07827969	-0.00109446	-0.00327402	0.00085995	0.05286396	0.06082973	0.04253424	0.00086142	-0.00242895	-0.00102623	0.11557200	0.06410396	0.05235794	-0.00178967	0.00495037	0.00412887	0.09001037	0.06184810	0.05306050	0.00017818	0.00906467	0.00902057	0.07025877	0.05605807	0.05057999	0.00043020	0.00675789	0.01429504	0.10457737	0.07864663	0.08627676	0.00062302	-0.00164074	0.00174203	0.07346138	0.07472735	0.08142111	0.00042334	0.00137959	0.01349604	0.04920634	0.06550665	0.04836474	-0.00234350	0.00188571	0.01565509
8.849964	0.10796850	0.05423024	0.05325254	-0.00503620	-0.00289497	-0.00237898	0.08108876	0.04547933	0.05128770	-0.00330833	-0.00181579	-0.00152380	0.06547815	0.03833877	0.04434032	-0.00399792	-0.00166082	-0.00133753	0.10442935	0.08094133	0.08946473	0.00064858	-0.00173696	-0.00065241	0.06889100	0.07429398	0.07829284	-0.00048671	-0.00334767	0.00039514	0.05286859	0.06081789	0.04250543	-0.00021620	-0.00220935	-0.00092999	0.11553404	0.06414125	0.05241890	-0.00188497	0.00339908	0.00405906	0.08997167	0.06192900	0.05323510	-0.00046730	0.00675979	0.00862626	0.07020207	0.05612388	0.05081431	-0.00027325	0.00503577	0.01254608	0.10457496	0.07857586	0.08629479	0.00027333	-0.00193299	0.00164904	0.07343518	0.07469545	0.08163864	-0.00038941	0.00104811	0.01185712	0.04910906	0.06551140	0.04861653	-0.00272722	0.00122335	0.01394877
8.866631	0.10788319	0.05418699	0.05317102	-0.00367054	-0.00244570	-0.00275395	0.08102561	0.04546148	0.05124298	-0.00281193	-0.00094407	-0.00181935	0.06541011	0.03833462	0.04429204	-0.00289356	-0.00134275	-0.00147487	0.10444933	0.08091506	0.08945762	0.00078880	-0.00197791	-0.00059299	0.06888729	0.07424643	0.07829942	-0.00018019	-0.00294448	0.00003278	0.05285031	0.06079303	0.04248505	-0.00088558	-0.00201254	-0.00071917	0.11549812	0.06415503	0.05248941	-0.00170656	0.00314576	0.00423429	0.08994363	0.06198357	0.05336664	-0.00040628	0.00611734	0.00790882	0.07017865	0.05619533	0.05097397	0.00015434	0.00395385	0.01184016	0.10456538	0.07853284	0.08631021	0.00021756	-0.00124805	0.00170485	0.07339010	0.07472378	0.08180602	-0.00063271	0.00185803	0.01078014	0.04902895	0.06552733	0.04880818	-0.00241506	0.00101384	0.01319214
8.883298	0.10782792	0.05413220	0.05311852	-0.00236404	-0.00184742	-0.00251683	0.08096793	0.04544429	0.05119251	-0.00249271	-0.00039499	-0.00171103	0.06537855	0.03831139	0.04426252	-0.00215546	-0.00156357	-0.00106633	0.10445692	0.08088923	0.08944120	0.00063781	-0.00244142	-0.00023335	0.06888102	0.07416938	0.07830743	-0.00011616	-0.00283332	-0.00015866	0.05282082	0.06075269	0.04248131	-0.00109652	-0.00213453	-0.00040362	0.11545009	0.06418452	0.05258374	-0.00139181	0.00357883	0.00467084	0.08989520	0.06208580	0.05348457	0.00061553	0.00640995	0.00747166	0.07015170	0.05627295	0.05113894	0.00137207	0.00322101	0.01257970	0.10456578	0.07854365	0.08634114	0.00083939	-0.00024811	0.00211687	0.07335119	0.07480273	0.08194413	0.00021480	0.00280504	0.01075168	0.04897730	0.06556544	0.04899532	-0.00132517	0.00062581	0.01387177
8.899964	0.10781165	0.05411574	0.05308673	-0.00129778	-0.00117178	-0.00181380	0.08093608	0.04544318	0.05116607	-0.00191145	0.00007376	-0.00136791	0.06535222	0.03826528	0.04424750	-0.00150156	-0.00191194	-0.00039112	0.10446411	0.08083338	0.08944216	0.00038348	-0.00259851	0.00003744	0.06886914	0.07409038	0.07829359	-0.00016674	-0.00242216	-0.00039131	0.05279206	0.06070033	0.04248546	-0.00100017	-0.00225321	0.00007071	0.11542333	0.06427910	0.05263920	-0.00115633	0.00398686	0.00509229	0.08992896	0.06221988	0.05357666	0.00188441	0.00679738	0.00754300	0.07020891	0.05633330	0.05131977	0.00281372	0.00258406	0.01373311	0.10457871	0.07857535	0.08637334	0.00194547	0.00022046	0.00266397	0.07336597	0.07488554	0.08209135	0.00179411	0.00277144	0.01147666	0.04899722	0.06559017	0.04919896	-0.00011707	-0.00008095	0.01508873
8.916631	0.10781275	0.05409882	0.05307255	-0.00062157	-0.00049539	-0.00109973	0.08091353	0.04544742	0.05115591	-0.00110575	0.00077660	-0.00105527	0.06534035	0.03822307	0.04425820	-0.00097689	-0.00180444	0.00003370	0.10446557	0.08077685	0.08943917	0.00009373	-0.00241452	0.00008561	0.06887177	0.07405921	0.07828078	-0.00013921	-0.00175466	-0.00026334	0.05277928	0.06066108	0.04248813	-0.00075149	-0.00203366	0.00068002	0.11543752	0.06437986	0.05273324	-0.00135851	0.00402959	0.00478687	0.09000278	0.06237362	0.05370350	0.00265681	0.00675266	0.00770417	0.07030557	0.05635871	0.05159736	0.00367371	0.00197119	0.01394123	0.10461534	0.07859115	0.08643369	0.00277897	0.00008620	0.00299101	0.07342958	0.07493407	0.08230772	0.00309077	0.00186668	0.01172089	0.04903459	0.06558187	0.04948836	0.00044365	-0.00078809	0.01556075
8.933297	0.10781898	0.05411196	0.05306649	-0.00054162	0.00021532	-0.00090519	0.08090186	0.04546585	0.05115989	-0.00060570	0.00175711	-0.00110889	0.06532128	0.03819149	0.04427600	-0.00080757	-0.00088813	-0.00012942	0.10447566	0.08072189	0.08946493	0.00001874	-0.00226946	0.00006620	0.06887640	0.07406573	0.07826599	-0.00007901	-0.00140116	0.00010047	0.05277882	0.06063106	0.04248830	-0.00069257	-0.00140407	0.00105801	0.11543401	0.06446252	0.05282044	-0.00165016	0.00375123	0.00409044	0.09008837	0.06247561	0.05384902	0.00267652	0.00600489	0.00741265	0.07038946	0.05636353	0.05190361	0.00382663	0.00153984	0.01265218	0.10468829	0.07857810	0.08649388	0.00287538	-0.00011552	0.00293308	0.07352054	0.07493357	0.08256150	0.00345708	0.00085723	0.01092479	0.04906286	0.06553346	0.04981804	0.00048379	-0.00121449	0.01451995
8.949964	0.10780553	0.05411039	0.05305495	-0.00104897	0.00106683	-0.00115766	0.08089836	0.04549285	0.05114178	-0.00056051	0.00311547	-0.00158348	0.06531253	0.03817486	0.04428500	-0.00079211	0.00047827	-0.00068715	0.10446645	0.08070935	0.08945850	0.00025101	-0.00235518	0.00001792	0.06887554	0.07407621	0.07826927	0.00020668	-0.00150912	0.00015874	0.05277698	0.06061258	0.04251663	-0.00105324	-0.00083935	0.00112921	0.11539553	0.06448972	0.05291996	-0.00215021	0.00339554	0.00342737	0.09012903	0.06255925	0.05401190	0.00201923	0.00509367	0.00679019	0.07044639	0.05638806	0.05215042	0.00307163	0.00183622	0.01037622	0.10476983	0.07855301	0.08654974	0.00242663	0.00003342	0.00262977	0.07359720	0.07492620	0.08278491	0.00295111	0.00038140	0.00939544	0.04904082	0.06549184	0.05010288	0.00020133	-0.00105363	0.01225955
8.966631	0.10778631	0.05412735	0.05303911	-0.00188232	0.00192120	-0.00151137	0.08090366	0.04554996	0.05110877	-0.00083063	0.00452103	-0.00225998	0.06530488	0.03819008	0.04426089	-0.00073433	0.00152294	-0.00136985	0.10446078	0.08069207	0.08945239	0.00060734	-0.00254543	-0.00015136	0.06887119	0.07403986	0.07829865	0.00080441	-0.00182421	-0.00036914	0.05276414	0.06060362	0.04255762	-0.00166745	-0.00067491	0.00106579	0.11532254	0.06451342	0.05294074	-0.00275091	0.00327678	0.00284675	0.09013325	0.06261891	0.05411304	0.00111994	0.00426421	0.00599407	0.07047702	0.05641494	0.05224868	0.00213337	0.00267577	0.00782722	0.10480643	0.07853568	0.08659062	0.00161432	0.00043053	0.00223448	0.07363623	0.07490817	0.08289325	0.00201088	0.00061706	0.00753853	0.04902567	0.06547727	0.05025633	0.00001770	-0.00023458	0.00960367
8.983297	0.10774775	0.05415948	0.05300412	-0.00263871	0.00247111	-0.00164122	0.08088808	0.04563932	0.05105452	-0.00104085	0.00537318	-0.00261351	0.06528720	0.03824950	0.04421722	-0.00047513	0.00182631	-0.00171059	0.10447083	0.08064713	0.08944082	0.00090570	-0.00270707	-0.00030954	0.06887163	0.07397509	0.07831155	0.00153844	-0.00220847	-0.00119735	0.05272322	0.06061403	0.04257777	-0.00214352	-0.00074085	0.00063364	0.11527081	0.06457339	0.05296363	-0.00308552	0.00313734	0.00242521	0.09011959	0.06268220	0.05417485	0.00032254	0.00343242	0.00519999	0.07049929	0.05646534	0.05229263	0.00144758	0.00288931	0.00598386	0.10480241	0.07857186	0.08660614	0.00068337	0.00078243	0.00196171	0.07363464	0.07493575	0.08294357	0.00109721	0.00094351	0.00596120	0.04902130	0.06549100	0.05032652	0.00019368	0.00034910	0.00752765
8.999964	0.10769355	0.05423259	0.05295959	-0.00254580	0.00303951	-0.00095340	0.08086051	0.04577156	0.05099903	-0.00048559	0.00688960	-0.00241456	0.06527463	0.03831132	0.04417133	0.00056360	0.00224127	-0.00113929	0.10450410	0.08056786	0.08944093	0.00112784	-0.00264482	-0.00020355	0.06891146	0.07391705	0.07827485	0.00231368	-0.00239127	-0.00264087	0.05266635	0.06059794	0.04257908	-0.00244421	-0.00159870	-0.00018165	0.11522980	0.06465612	0.05298226	-0.00291367	0.00278809	0.00231461	0.09014179	0.06276124	0.05423225	0.00009224	0.00255202	0.00449855	0.07052123	0.05654436	0.05234715	0.00106711	0.00219439	0.00552256	0.10478629	0.07860617	0.08663676	0.00003517	0.00088022	0.00174210	0.07364097	0.07496423	0.08301309	0.00064455	0.00090611	0.00530003	0.04904617	0.06552038	0.05039373	0.00061868	0.00015799	0.00678572
9.016630	0.10762787	0.05429266	0.05293454	-0.00110753	0.00515055	0.00058979	0.08081947	0.04588679	0.05094825	0.00164722	0.01157268	-0.00132202	0.06527201	0.03834185	0.04414479	0.00385066	0.00498044	0.00154984	0.10453737	0.08050772	0.08943871	0.00119035	-0.00205838	0.00019729	0.06897497	0.07390250	0.07820023	0.00364581	-0.00215259	-0.00494534	0.05261645	0.06057327	0.04256562	-0.00262647	-0.00345753	-0.00081346	0.11519015	0.06473181	0.05305040	-0.00241966	0.00198957	0.00239697	0.09013890	0.06279860	0.05431896	0.00022240	0.00159059	0.00380549	0.07053483	0.05660946	0.05247634	0.00080061	0.00107976	0.00583517	0.10478361	0.07863381	0.08666568	-0.00006229	0.00062339	0.00162092	0.07364473	0.07500916	0.08312009	0.00059147	0.00046805	0.00536366	0.04906270	0.06555051	0.05052805	0.00083069	-0.00045147	0.00678011
9.033297	0.10757953	0.05434675	0.05293438	0.00196625	0.01092548	0.00327277	0.08082879	0.04599123	0.05093374	0.00566455	0.02216726	0.00164808	0.06530715	0.03833806	0.04415857	0.01006242	0.01387233	0.00722832	0.10455357	0.08047920	0.08943988	0.00139595	-0.00013508	0.00131392	0.06903662	0.07387760	0.07811874	0.00602203	0.00038229	-0.00762961	0.05258632	0.06052719	0.04253640	-0.00294783	-0.00372760	-0.00062045	0.11513764	0.06473741	0.05310161	-0.00193530	0.00064172	0.00180055	0.09014551	0.06280690	0.05441038	0.00018720	0.00017569	0.00264532	0.07054973	0.05660136	0.05260809	0.00062872	-0.00035519	0.00487747	0.10479551	0.07862116	0.08670660	-0.00013549	-0.00000805	0.00161168	0.07366668	0.07499928	0.08324188	0.00038691	-0.00049308	0.00479145	0.04907897	0.06551480	0.05067918	0.00092881	-0.00105594	0.00591593
9.049964	0.10762434	0.05444179	0.05302539	0.00675841	0.01987186	0.00809345	0.08093388	0.04628782	0.05094143	0.01100142	0.03879928	0.00755706	0.06546316	0.03847057	0.04425486	0.01773703	0.03195943	0.01595252	0.10455836	0.08049783	0.08944621	0.00172243	0.00431144	0.00273449	0.06911067	0.07385737	0.07798789	0.00829871	0.00727235	-0.00987172	0.05254924	0.06040550	0.04251288	-0.00542369	0.00242543	0.00025302	0.11510320	0.06471853	0.05314790	-0.00148669	-0.00107695	0.00078785	0.09014081	0.06279337	0.05446328	-0.00041466	-0.00149027	0.00103057	0.07055493	0.05655472	0.05272797	0.00007477	-0.00184343	0.00220847	0.10479909	0.07860500	0.08672663	-0.00053339	-0.00039596	0.00143551	0.07368338	0.07497526	0.08333559	-0.00035733	-0.00120301	0.00299518	0.04908642	0.06546967	0.05082761	0.00069067	-0.00115958	0.00345269
9.066630	0.10776897	0.05479490	0.05314941	0.01169783	0.02859762	0.01382157	0.08118070	0.04698248	0.05105306	0.01529242	0.05537549	0.01487079	0.06584307	0.03896364	0.04456042	0.02299754	0.05250933	0.02528020	0.10457449	0.08053572	0.08949690	0.00185379	0.00964716	0.00400575	0.06926294	0.07386196	0.07778903	0.00902727	0.01608859	-0.01083919	0.05249079	0.06028590	0.04250738	-0.01074168	0.01220714	0.00237982	0.11508760	0.06468572	0.05314086	-0.00105918	-0.00287541	-0.00022646	0.09014499	0.06276201	0.05444749	-0.00151832	-0.00352339	-0.00095690	0.07055601	0.05649703	0.05275595	-0.00107799	-0.00317091	-0.00182721	0.10480050	0.07859818	0.08674244	-0.00117619	-0.00019558	0.00095223	0.07368238	0.07493503	0.08337995	-0.00168093	-0.00145760	-0.00011198	0.04909498	0.06542365	0.05086413	-0.00003198	-0.00051469	-0.00104841
9.083297	0.10804219	0.05549486	0.05341142	0.01600697	0.03388780	0.01902616	0.08154266	0.04826769	0.05134738	0.01804098	0.06644600	0.02155754	0.06642833	0.04013000	0.04510804	0.02519893	0.06961060	0.03242450	0.10463528	0.08071676	0.08961169	0.00145645	0.01358675	0.00454852	0.06951972	0.07419877	0.07753782	0.00770293	0.02388025	-0.01071979	0.05235213	0.06045707	0.04256669	-0.01827024	0.02250954	0.00522604	0.11508973	0.06464088	0.05309437	-0.00060711	-0.00471426	-0.00120387	0.09013371	0.06270274	0.05438834	-0.00276120	-0.00638542	-0.00318117	0.07055970	0.05645159	0.05265273	-0.00263774	-0.00477204	-0.00672388	0.10475817	0.07858431	0.08676494	-0.00186977	0.00041358	0.00024613	0.07364418	0.07488780	0.08334354	-0.00330155	-0.00161622	-0.00426857	0.04911830	0.06542449	0.05079956	-0.00094999	0.00050847	-0.00721988
9.099963	0.10841249	0.05633640	0.05385538	0.02041985	0.03451987	0.02284379	0.08194834	0.04985688	0.05189584	0.02032381	0.07062800	0.02638166	0.06701835	0.04191887	0.04588182	0.02514778	0.08249416	0.03588440	0.10468774	0.08109907	0.08971909	0.00040829	0.01507333	0.00385808	0.06971023	0.07488267	0.07732365	0.00429420	0.02813563	-0.00990946	0.05195276	0.06121602	0.04265139	-0.02790047	0.03351434	0.00832054	0.11508208	0.06456453	0.05306824	0.00013929	-0.00642589	-0.00235368	0.09006538	0.06259760	0.05432462	-0.00327655	-0.00950083	-0.00517477	0.07049417	0.05639716	0.05250218	-0.00333612	-0.00698415	-0.01124241	0.10471649	0.07860383	0.08676922	-0.00263942	0.00064973	-0.00021346	0.07356742	0.07489536	0.08325430	-0.00431863	-0.00243113	-0.00832375	0.04909407	0.06547133	0.05064472	-0.00098532	0.00078306	-0.01328870
9.116630	0.10873253	0.05698149	0.05430442	0.02560734	0.03053201	0.02448250	0.08221184	0.05111257	0.05244973	0.02266751	0.06792282	0.02825454	0.06731477	0.04343461	0.04657905	0.02250859	0.08997897	0.03523146	0.10469845	0.08146100	0.08980720	-0.00108600	0.01330321	0.00157390	0.06975137	0.07555178	0.07721768	-0.00058830	0.02689097	-0.00904418	0.05139720	0.06194298	0.04286750	-0.03991456	0.04216665	0.01240501	0.11507050	0.06442454	0.05304622	0.00108663	-0.00820424	-0.00335948	0.08996368	0.06240112	0.05423958	-0.00301545	-0.01239986	-0.00707242	0.07040285	0.05627781	0.05225621	-0.00310050	-0.00978258	-0.01473230	0.10466454	0.07862777	0.08675680	-0.00334845	0.00034239	-0.00051052	0.07345759	0.07487153	0.08306285	-0.00461055	-0.00386858	-0.01177364	0.04903931	0.06551610	0.05034634	-0.00028806	-0.00006847	-0.01830481
9.133297	0.10914142	0.05733140	0.05478810	0.02974045	0.02247668	0.02242336	0.08254284	0.05205623	0.05296723	0.02406685	0.05787742	0.02517815	0.06758978	0.04485763	0.04714067	0.01734510	0.08610080	0.03029439	0.10463971	0.08171390	0.08980373	-0.00222621	0.00739622	-0.00167661	0.06962510	0.07606753	0.07712067	-0.00475002	0.01846358	-0.00854287	0.05063540	0.06274907	0.04306347	-0.05040044	0.04102528	0.01734998	0.11507603	0.06424805	0.05299939	0.00198961	-0.01004223	-0.00443660	0.08987989	0.06212781	0.05410806	-0.00200798	-0.01498625	-0.00968840	0.07028205	0.05606744	0.05196732	-0.00246559	-0.01286592	-0.01803567	0.10461681	0.07865892	0.08672243	-0.00375872	-0.00044037	-0.00092257	0.07335627	0.07481817	0.08280370	-0.00445137	-0.00568962	-0.01508853	0.04898809	0.06553499	0.04995710	0.00062913	-0.00174624	-0.02290908
9.149963	0.10966790	0.05753389	0.05513172	0.03093367	0.01337020	0.01660957	0.08295526	0.05279478	0.05334039	0.02377862	0.04299986	0.01769660	0.06783793	0.04616163	0.04754313	0.01229798	0.07070870	0.02197915	0.10455106	0.08174258	0.08974211	-0.00204549	-0.00099503	-0.00438152	0.06942917	0.07619187	0.07700711	-0.00583163	0.00599208	-0.00844437	0.04970392	0.06344919	0.04336736	-0.05317925	0.02930176	0.02054472	0.11514280	0.06408404	0.05289954	0.00231904	-0.01170442	-0.00548108	0.08988042	0.06184890	0.05394092	-0.00107997	-0.01696938	-0.01235972	0.07029603	0.05580555	0.05166631	-0.00248571	-0.01501611	-0.02108582	0.10454481	0.07863857	0.08671484	-0.00398444	-0.00153129	-0.00135404	0.07330797	0.07467095	0.08253802	-0.00454383	-0.00716220	-0.01799192	0.04904758	0.06546066	0.04954378	0.00104381	-0.00313551	-0.02628490
9.166630	0.11038122	0.05774070	0.05541280	0.02892152	0.00671190	0.00945270	0.08352030	0.05358369	0.05364157	0.02181643	0.02909484	0.00918416	0.06812360	0.04763500	0.04788309	0.00930071	0.05204967	0.01322685	0.10448790	0.08162218	0.08960529	-0.00053376	-0.00781122	-0.00558442	0.06927561	0.07616969	0.07680398	-0.00391198	-0.00451660	-0.00820469	0.04853656	0.06407517	0.04378918	-0.04704507	0.01571025	0.01958536	0.11521365	0.06387467	0.05277473	0.00231304	-0.01241093	-0.00635379	0.08991365	0.06155855	0.05370137	-0.00078567	-0.01776712	-0.01392534	0.07031236	0.05550796	0.05129503	-0.00311342	-0.01533269	-0.02301266	0.10446293	0.07858847	0.08670548	-0.00404959	-0.00223194	-0.00168987	0.07326131	0.07449844	0.08222927	-0.00475587	-0.00735562	-0.01979821	0.04912316	0.06535619	0.04908488	0.00100669	-0.00349773	-0.02774240
9.183296	0.11095423	0.05780884	0.05549600	0.02361844	0.00298568	0.00260276	0.08393728	0.05406387	0.05368622	0.01712534	0.01767011	0.00172538	0.06821407	0.04847402	0.04806922	0.00628936	0.03313700	0.00596904	0.10449699	0.08136606	0.08945919	0.00135236	-0.01095553	-0.00528330	0.06923877	0.07588755	0.07662484	-0.00100568	-0.01004074	-0.00698480	0.04756391	0.06417593	0.04427303	-0.03498401	0.00433957	0.01533896	0.11527637	0.06366365	0.05264968	0.00211586	-0.01204548	-0.00668702	0.08994937	0.06126169	0.05339726	-0.00139412	-0.01741629	-0.01418317	0.07031617	0.05522127	0.05086377	-0.00424327	-0.01374496	-0.02387608	0.10439064	0.07851965	0.08667455	-0.00376628	-0.00178073	-0.00200306	0.07320410	0.07434684	0.08186650	-0.00514312	-0.00567111	-0.02093819	0.04918265	0.06525542	0.04857476	0.00022529	-0.00237972	-0.02818678
9.199963	0.11125889	0.05779389	0.05539281	0.01500970	0.00011912	-0.00323520	0.08413661	0.05408395	0.05357626	0.00959672	0.00645975	-0.00415038	0.06821171	0.04855717	0.04803927	0.00210543	0.01270877	0.00044067	0.10458125	0.08106490	0.08937465	0.00242678	-0.01099658	-0.00421358	0.06932627	0.07558922	0.07651401	0.00084993	-0.01132493	-0.00464415	0.04715329	0.06380086	0.04456637	-0.02005363	-0.00544766	0.00896010	0.11525351	0.06339897	0.05255670	0.00213188	-0.01066913	-0.00655887	0.08988385	0.06093952	0.05313418	-0.00172482	-0.01628299	-0.01385018	0.07015069	0.05499836	0.05040858	-0.00515064	-0.01140318	-0.02375560	0.10433140	0.07846759	0.08662792	-0.00330580	-0.00039723	-0.00222933	0.07306016	0.07426006	0.08147891	-0.00539737	-0.00312859	-0.02145251	0.04911172	0.06523618	0.04808326	-0.00055306	-0.00060871	-0.02826784
9.216630	0.11134529	0.05770936	0.05528018	0.00504160	-0.00245490	-0.00714737	0.08418241	0.05398901	0.05339485	0.00149910	-0.00405531	-0.00756922	0.06824512	0.04838802	0.04791985	-0.00192431	-0.00600437	-0.00354332	0.10467730	0.08089962	0.08934440	0.00208915	-0.00900227	-0.00265391	0.06942512	0.07540089	0.07648132	0.00084475	-0.00969392	-0.00202385	0.04720067	0.06355396	0.04453999	-0.00515219	-0.01187650	0.00141308	0.11527415	0.06323367	0.05244328	0.00273352	-0.00904851	-0.00650317	0.08980875	0.06065864	0.05292539	-0.00115429	-0.01480615	-0.01324027	0.07000371	0.05483961	0.05000855	-0.00487058	-0.00943981	-0.02285696	0.10428344	0.07847538	0.08657076	-0.00306771	0.00104551	-0.00213665	0.07295748	0.07424985	0.08110735	-0.00518730	-0.00104133	-0.02146111	0.04906647	0.06526819	0.04762518	-0.00027800	0.00057198	-0.02773013
9.233296	0.11131632	0.05768224	0.05510189	-0.00248336	-0.00347690	-0.00769549	0.08410021	0.05382229	0.05324485	-0.00393068	-0.00952566	-0.00718572	0.06820729	0.04812760	0.04780491	-0.00418464	-0.01467897	-0.00510052	0.10471857	0.08081435	0.08934331	0.00027523	-0.00508549	-0.00131209	0.06943709	0.07529917	0.07650957	-0.00088383	-0.00570743	-0.00026185	0.04738717	0.06341843	0.04438823	0.00451462	-0.01087897	-0.00527932	0.11530311	0.06311623	0.05235229	0.00417104	-0.00803306	-0.00677439	0.08972520	0.06043656	0.05277705	0.00019256	-0.01364218	-0.01291882	0.06987411	0.05476321	0.04967243	-0.00304827	-0.00855995	-0.02173788	0.10425457	0.07854858	0.08653551	-0.00326948	0.00191786	-0.00189942	0.07285342	0.07431645	0.08076183	-0.00420915	-0.00005264	-0.02125663	0.04900789	0.06534716	0.04719107	0.00125319	0.00046756	-0.02676675
