Time	thumb base joint right X	thumb base joint right Y	thumb base joint right Z	thumb base joint right v(X)	thumb base joint right v(Y)	thumb base joint right v(Z)	thumb end joint right X	thumb end joint right Y	thumb end joint right Z	thumb end joint right v(X)	thumb end joint right v(Y)	thumb end joint right v(Z)	thumb tip right X	thumb tip right Y	thumb tip right Z	thumb tip right v(X)	thumb tip right v(Y)	thumb tip right v(Z)	forefinger base joint right X	forefinger base joint right Y	forefinger base joint right Z	forefinger base joint right v(X)	forefinger base joint right v(Y)	forefinger base joint right v(Z)	forefinger middle joint right X	forefinger middle joint right Y	forefinger middle joint right Z	forefinger middle joint right v(X)	forefinger middle joint right v(Y)	forefinger middle joint right v(Z)	forefinger tip right X	forefinger tip right Y	forefinger tip right Z	forefinger tip right v(X)	forefinger tip right v(Y)	forefinger tip right v(Z)	thumb base joint right X	thumb base joint right Y	thumb base joint right Z	thumb base joint right v(X)	thumb base joint right v(Y)	thumb base joint right v(Z)	thumb end joint right X	thumb end joint right Y	thumb end joint right Z	thumb end joint right v(X)	thumb end joint right v(Y)	thumb end joint right v(Z)	thumb tip right X	thumb tip right Y	thumb tip right Z	thumb tip right v(X)	thumb tip right v(Y)	thumb tip right v(Z)	forefinger base joint right X	forefinger base joint right Y	forefinger base joint right Z	forefinger base joint right v(X)	forefinger base joint right v(Y)	forefinger base joint right v(Z)	forefinger middle joint right X	forefinger middle joint right Y	forefinger middle joint right Z	forefinger middle joint right v(X)	forefinger middle joint right v(Y)	forefinger middle joint right v(Z)	forefinger tip right X	forefinger tip right Y	forefinger tip right Z	forefinger tip right v(X)	forefinger tip right v(Y)	forefinger tip right v(Z)
4.066650	0.11346629	0.05560154	0.05450230	-0.00184604	0.00080716	-0.00084022	0.08530020	0.04990512	0.05261584	-0.00296765	-0.00075603	-0.00132382	0.06804816	0.04678737	0.04523763	-0.00293405	-0.00473030	0.00051145	0.10524660	0.08022878	0.08889408	-0.00019800	0.00197694	-0.00110995	0.06980073	0.07573269	0.07651669	-0.00140679	0.00099421	0.00024527	0.04997108	0.06196315	0.04321131	0.00168151	-0.00017557	-0.00076074	0.11585048	0.06269079	0.05152184	-0.00463767	0.01159747	0.00790458	0.08983175	0.05946167	0.05219183	-0.00169568	0.01965300	0.01396066	0.07004409	0.05387876	0.04900562	-0.00278943	0.01472898	0.02394460	0.10428774	0.07744363	0.08604242	0.00288219	0.00086036	0.00099749	0.07296222	0.07381120	0.07961515	0.00099164	0.00574148	0.02048173	0.04921827	0.06438906	0.04620291	-0.00225187	0.00816758	0.02559182
4.083317	0.11340286	0.05562188	0.05446340	-0.00192520	0.00070175	-0.00147844	0.08522210	0.04988650	0.05258154	-0.00312441	-0.00187359	-0.00107635	0.06796604	0.04665632	0.04525777	-0.00265860	-0.00620442	0.00080489	0.10523979	0.08028009	0.08886346	0.00021048	0.00188854	-0.00102558	0.06975836	0.07574647	0.07652291	-0.00113767	-0.00010192	0.00073117	0.04999849	0.06196140	0.04320554	0.00246818	-0.00123228	-0.00039604	0.11572202	0.06290761	0.05170925	-0.00452558	0.01142622	0.00770939	0.08972474	0.05982800	0.05244887	-0.00158955	0.01865430	0.01332547	0.06991906	0.05418538	0.04941363	-0.00218765	0.01516801	0.02205444	0.10434593	0.07748892	0.08606385	0.00312609	0.00177351	0.00122272	0.07293883	0.07397966	0.07998850	0.00197903	0.00554098	0.02077677	0.04911961	0.06462297	0.04665647	-0.00159927	0.00857506	0.02525561
4.099984	0.11337012	0.05561253	0.05444385	-0.00180849	0.00046900	-0.00181860	0.08516327	0.04982138	0.05256051	-0.00280087	-0.00267682	-0.00072168	0.06792158	0.04648132	0.04529338	-0.00211299	-0.00667699	0.00098763	0.10525328	0.08029510	0.08886145	0.00067212	0.00138980	-0.00070144	0.06973901	0.07568850	0.07655927	-0.00072886	-0.00089758	0.00110373	0.05009032	0.06188900	0.04324028	0.00307999	-0.00191931	-0.00006964	0.11566986	0.06316569	0.05180079	-0.00388903	0.01013205	0.00670637	0.08978523	0.06019552	0.05261090	-0.00061326	0.01638577	0.01184403	0.06994264	0.05448240	0.04969462	-0.00090052	0.01359682	0.01969725	0.10439409	0.07752930	0.08609578	0.00282516	0.00186045	0.00127078	0.07303128	0.07407407	0.08032028	0.00291390	0.00420051	0.02012522	0.04918396	0.06478428	0.04705276	-0.00085589	0.00718090	0.02368920
4.116650	0.11336802	0.05560641	0.05441599	-0.00201424	0.00032485	-0.00247696	0.08514027	0.04974714	0.05256861	-0.00267078	-0.00328928	-0.00057927	0.06790876	0.04633179	0.04532253	-0.00190512	-0.00648242	0.00078677	0.10527400	0.08030029	0.08886223	0.00099361	0.00080638	-0.00054345	0.06973989	0.07563478	0.07658766	-0.00049547	-0.00114110	0.00128609	0.05018770	0.06181395	0.04325755	0.00327125	-0.00171552	0.00003364	0.11562034	0.06335520	0.05186142	-0.00307800	0.00786092	0.00557082	0.08979918	0.06043728	0.05276316	0.00018243	0.01324735	0.01046345	0.06999613	0.05466114	0.04997742	-0.00007115	0.01108465	0.01747200	0.10443594	0.07757834	0.08610968	0.00211258	0.00139617	0.00103217	0.07311472	0.07410166	0.08061428	0.00267198	0.00274056	0.01818634	0.04922289	0.06485240	0.04740646	-0.00068186	0.00496382	0.02087728
4.133317	0.11335798	0.05561791	0.05438102	-0.00290049	-0.00001684	-0.00370409	0.08511469	0.04968454	0.05257471	-0.00330829	-0.00424471	-0.00099292	0.06791448	0.04627457	0.04532205	-0.00240636	-0.00664440	0.00010811	0.10529673	0.08031143	0.08885598	0.00096687	0.00029411	-0.00073947	0.06975759	0.07561266	0.07661572	-0.00070371	-0.00083015	0.00113659	0.05022495	0.06178355	0.04322992	0.00262992	-0.00084561	-0.00054080	0.11559746	0.06342554	0.05192598	-0.00262124	0.00525082	0.00501605	0.08982839	0.06058711	0.05293491	-0.00010155	0.00999499	0.00991965	0.07003386	0.05478405	0.05026224	-0.00027407	0.00904135	0.01588571	0.10448001	0.07759150	0.08612699	0.00123274	0.00075918	0.00107676	0.07319583	0.07408430	0.08092722	0.00119046	0.00235003	0.01572001	0.04923176	0.06486323	0.04774756	-0.00154360	0.00350123	0.01797376
4.149983	0.11331356	0.05563455	0.05432761	-0.00432106	-0.00090018	-0.00514604	0.08508134	0.04966070	0.05256564	-0.00454476	-0.00610304	-0.00201166	0.06788516	0.04623028	0.04532035	-0.00356333	-0.00813188	-0.00091304	0.10531761	0.08031883	0.08884544	0.00066392	-0.00024442	-0.00101451	0.06975065	0.07564797	0.07661247	-0.00131690	-0.00055190	0.00093889	0.05024184	0.06180366	0.04321329	0.00168861	-0.00010813	-0.00144644	0.11554736	0.06344388	0.05203564	-0.00243024	0.00336585	0.00512036	0.08979821	0.06069679	0.05311510	-0.00079148	0.00799970	0.00979839	0.06999912	0.05489803	0.05055653	-0.00088171	0.00793060	0.01491439	0.10449563	0.07758993	0.08613404	0.00051279	0.00049751	0.00137449	0.07319185	0.07410357	0.08121517	-0.00063136	0.00355860	0.01335723	0.04914036	0.06490021	0.04806298	-0.00261354	0.00370046	0.01554495
4.166650	0.11320317	0.05563733	0.05421195	-0.00542572	-0.00219845	-0.00589449	0.08497752	0.04957342	0.05252106	-0.00533415	-0.00822681	-0.00302892	0.06779374	0.04612367	0.04529394	-0.00453239	-0.01046187	-0.00182693	0.10532585	0.08032545	0.08881345	0.00034411	-0.00096500	-0.00096552	0.06971478	0.07565428	0.07663375	-0.00200839	-0.00080083	0.00090860	0.05025322	0.06185123	0.04319321	0.00137097	-0.00017412	-0.00189195	0.11550457	0.06345688	0.05213756	-0.00199218	0.00307829	0.00534652	0.08976465	0.06079956	0.05328849	-0.00035960	0.00801825	0.00945689	0.06992815	0.05502322	0.05079040	-0.00080910	0.00799296	0.01417415	0.10448583	0.07757098	0.08615028	0.00019848	0.00069976	0.00192013	0.07312420	0.07417094	0.08140483	-0.00130669	0.00569353	0.01156338	0.04905992	0.06495728	0.04827176	-0.00262789	0.00500357	0.01398942
4.183317	0.11307414	0.05558113	0.05407381	-0.00570281	-0.00321231	-0.00602790	0.08484299	0.04940626	0.05244113	-0.00521010	-0.00971059	-0.00345768	0.06767739	0.04587530	0.04526684	-0.00492482	-0.01231891	-0.00244605	0.10532141	0.08029794	0.08878643	0.00003386	-0.00137289	-0.00075914	0.06965519	0.07564177	0.07663644	-0.00243259	-0.00152294	0.00127063	0.05026697	0.06185538	0.04315478	0.00168795	-0.00024196	-0.00201900	0.11544453	0.06351043	0.05222448	-0.00146073	0.00348774	0.00561135	0.08972001	0.06092182	0.05343517	0.00078366	0.00851903	0.00875365	0.06987830	0.05517542	0.05098118	-0.00024553	0.00771563	0.01366682	0.10446379	0.07758243	0.08619568	0.00051536	0.00100520	0.00272547	0.07303681	0.07431389	0.08152608	-0.00069127	0.00707000	0.01054597	0.04898202	0.06507371	0.04844522	-0.00186696	0.00578771	0.01316018
4.199983	0.11295147	0.05547836	0.05394432	-0.00524832	-0.00358214	-0.00572782	0.08471334	0.04913899	0.05235272	-0.00492362	-0.01006130	-0.00329362	0.06756271	0.04556257	0.04519898	-0.00512740	-0.01261155	-0.00283708	0.10531523	0.08025385	0.08877524	-0.00042368	-0.00106257	-0.00060503	0.06960207	0.07557724	0.07667144	-0.00259658	-0.00164778	0.00176177	0.05030646	0.06181249	0.04311158	0.00189475	0.00050694	-0.00220717	0.11544546	0.06360934	0.05229578	-0.00067540	0.00340653	0.00582288	0.08975724	0.06109208	0.05356760	0.00246746	0.00851268	0.00785419	0.06992818	0.05531653	0.05118411	0.00070010	0.00660025	0.01328032	0.10446264	0.07761920	0.08624566	0.00133969	0.00099086	0.00356486	0.07303108	0.07447691	0.08164942	0.00097491	0.00688630	0.01049277	0.04901314	0.06520637	0.04862707	-0.00098082	0.00552172	0.01310570
4.216650	0.11289068	0.05538630	0.05388652	-0.00483057	-0.00345554	-0.00534915	0.08467342	0.04893778	0.05229989	-0.00514193	-0.00930039	-0.00290972	0.06751814	0.04531234	0.04514828	-0.00577612	-0.01154960	-0.00308314	0.10531243	0.08020536	0.08878613	-0.00109207	-0.00035152	-0.00054173	0.06956669	0.07552715	0.07669254	-0.00285317	-0.00067119	0.00200313	0.05034941	0.06175619	0.04306838	0.00162060	0.00187863	-0.00234489	0.11544367	0.06370232	0.05238392	0.00036094	0.00225016	0.00592050	0.08983002	0.06128328	0.05369781	0.00406081	0.00768288	0.00672641	0.06998019	0.05545450	0.05142400	0.00163779	0.00472015	0.01270340	0.10450247	0.07766986	0.08631726	0.00216247	0.00056971	0.00384478	0.07309528	0.07464004	0.08184033	0.00268662	0.00538050	0.01090930	0.04902321	0.06533254	0.04887883	-0.00040885	0.00458104	0.01329217
4.233316	0.11284822	0.05534669	0.05382894	-0.00478262	-0.00311246	-0.00496954	0.08465881	0.04881824	0.05227906	-0.00584690	-0.00798972	-0.00260712	0.06746516	0.04517788	0.04509260	-0.00654856	-0.00971545	-0.00325646	0.10530384	0.08021337	0.08878787	-0.00181586	0.00026666	-0.00059605	0.06954205	0.07549413	0.07675061	-0.00329537	0.00066363	0.00211001	0.05039680	0.06180970	0.04303821	0.00094859	0.00339301	-0.00236186	0.11546405	0.06373709	0.05251153	0.00120208	0.00028879	0.00569683	0.08994060	0.06140897	0.05380522	0.00491968	0.00589097	0.00552662	0.07002141	0.05549290	0.05167498	0.00218549	0.00269811	0.01108059	0.10457163	0.07767154	0.08639781	0.00244551	-0.00008240	0.00362159	0.07320346	0.07468713	0.08208381	0.00346178	0.00332297	0.01070574	0.04904198	0.06536997	0.04914437	-0.00005413	0.00311238	0.01269698
4.249983	0.11279415	0.05534125	0.05375908	-0.00513913	-0.00287273	-0.00471218	0.08456803	0.04876766	0.05226495	-0.00666602	-0.00676311	-0.00255060	0.06735003	0.04510959	0.04505297	-0.00717810	-0.00834079	-0.00327460	0.10526407	0.08026414	0.08876776	-0.00228175	0.00058238	-0.00077252	0.06948893	0.07555929	0.07678402	-0.00372851	0.00125230	0.00230276	0.05040255	0.06194549	0.04300184	0.00023918	0.00455691	-0.00226189	0.11548065	0.06370509	0.05262859	0.00137680	-0.00167147	0.00524774	0.09003083	0.06148450	0.05390166	0.00444954	0.00350847	0.00451941	0.07002236	0.05550943	0.05187841	0.00221253	0.00125900	0.00848405	0.10463300	0.07764438	0.08646739	0.00206315	-0.00060071	0.00330680	0.07327639	0.07470085	0.08229589	0.00297648	0.00174121	0.00935100	0.04898801	0.06538887	0.04937975	-0.00008650	0.00155461	0.01119491
4.266650	0.11266918	0.05530713	0.05363527	-0.00555518	-0.00284654	-0.00440288	0.08438350	0.04867675	0.05221063	-0.00734686	-0.00624283	-0.00272184	0.06715511	0.04498371	0.04499653	-0.00747587	-0.00796684	-0.00310644	0.10520028	0.08029909	0.08873869	-0.00221611	0.00064854	-0.00093986	0.06940150	0.07563336	0.07681675	-0.00385882	0.00083745	0.00254535	0.05037787	0.06207791	0.04295843	-0.00019694	0.00475450	-0.00208075	0.11552323	0.06361717	0.05271215	0.00113696	-0.00284326	0.00424275	0.09011085	0.06149280	0.05394128	0.00304186	0.00145665	0.00345489	0.07004726	0.05547230	0.05198459	0.00190080	0.00055617	0.00545647	0.10466363	0.07759835	0.08650675	0.00121855	-0.00069794	0.00282970	0.07330909	0.07466628	0.08243800	0.00175656	0.00114274	0.00687051	0.04897930	0.06539208	0.04953388	-0.00013106	0.00070710	0.00872863
4.283316	0.11254948	0.05523146	0.05355231	-0.00582671	-0.00312799	-0.00380104	0.08419507	0.04853494	0.05214269	-0.00724818	-0.00611162	-0.00282948	0.06699732	0.04482466	0.04493077	-0.00704787	-0.00839803	-0.00259583	0.10514074	0.08028974	0.08872075	-0.00152242	0.00021476	-0.00078991	0.06930718	0.07567865	0.07684428	-0.00352786	-0.00015568	0.00256428	0.05035252	0.06214543	0.04291743	-0.00021512	0.00358738	-0.00174842	0.11555114	0.06355055	0.05275011	0.00067760	-0.00331634	0.00264430	0.09015299	0.06148823	0.05398620	0.00104849	-0.00042305	0.00213415	0.07011016	0.05548319	0.05200235	0.00127472	-0.00008643	0.00213456	0.10465322	0.07759298	0.08653422	0.00013389	-0.00041183	0.00234325	0.07330406	0.07468923	0.08249230	0.00025071	0.00063829	0.00388333	0.04899779	0.06540515	0.04963016	-0.00022279	0.00025082	0.00554983
4.299983	0.11243402	0.05514877	0.05349488	-0.00602702	-0.00364108	-0.00286679	0.08408562	0.04839830	0.05207951	-0.00626269	-0.00628364	-0.00264407	0.06689693	0.04463535	0.04487615	-0.00582604	-0.00909980	-0.00200850	0.10512061	0.08025896	0.08871256	-0.00046250	-0.00037085	-0.00054691	0.06924810	0.07560937	0.07690410	-0.00275307	-0.00138485	0.00244041	0.05035013	0.06215714	0.04288807	0.00009708	0.00179239	-0.00137659	0.11555607	0.06350119	0.05278992	0.00023782	-0.00329090	0.00109638	0.09015036	0.06147742	0.05403100	-0.00049621	-0.00241370	0.00086841	0.07015723	0.05551496	0.05200684	0.00062622	-0.00125442	-0.00072813	0.10464323	0.07760632	0.08657596	-0.00068609	-0.00004619	0.00205465	0.07329821	0.07474017	0.08252718	-0.00073005	-0.00037309	0.00133981	0.04902265	0.06540861	0.04971615	-0.00019552	-0.00051316	0.00250316
4.316649	0.11238205	0.05510204	0.05349408	-0.00609415	-0.00396611	-0.00180711	0.08404171	0.04830609	0.05204734	-0.00493365	-0.00652064	-0.00222306	0.06685918	0.04450604	0.04485514	-0.00447037	-0.01005253	-0.00133908	0.10514225	0.08025597	0.08871178	0.00042804	-0.00083410	-0.00037741	0.06922958	0.07553558	0.07695817	-0.00174616	-0.00225303	0.00218389	0.05037398	0.06216744	0.04287530	0.00062842	0.00029585	-0.00107853	0.11553510	0.06348269	0.05279851	-0.00020444	-0.00358646	-0.00009108	0.09011304	0.06146156	0.05404216	-0.00146971	-0.00461843	-0.00082717	0.07015320	0.05552678	0.05199500	-0.00001822	-0.00339606	-0.00322561	0.10462821	0.07762817	0.08661071	-0.00105232	-0.00016306	0.00205458	0.07328628	0.07478058	0.08252897	-0.00103746	-0.00216600	-0.00089679	0.04901986	0.06542094	0.04974381	-0.00010574	-0.00188139	-0.00050763
4.333316	0.11229148	0.05505930	0.05346854	-0.00617507	-0.00399794	-0.00120009	0.08399903	0.04825310	0.05203207	-0.00415539	-0.00700559	-0.00185403	0.06680068	0.04437258	0.04486051	-0.00374240	-0.01128015	-0.00098942	0.10518103	0.08025306	0.08871482	0.00082903	-0.00097502	-0.00018932	0.06922490	0.07548625	0.07699978	-0.00086010	-0.00219253	0.00191190	0.05039869	0.06216905	0.04287439	0.00169261	-0.00059912	-0.00087513	0.11552235	0.06341835	0.05278248	-0.00020463	-0.00493413	-0.00141036	0.09004264	0.06135878	0.05401929	-0.00152533	-0.00733975	-0.00367052	0.07010161	0.05544714	0.05192376	-0.00034094	-0.00687311	-0.00641159	0.10460487	0.07762040	0.08664995	-0.00131708	-0.00112921	0.00191887	0.07324748	0.07470106	0.08250629	-0.00095170	-0.00489248	-0.00373451	0.04897573	0.06537248	0.04970545	0.00053250	-0.00396626	-0.00468217
4.349982	0.11217041	0.05498644	0.05345023	-0.00638696	-0.00385614	-0.00122393	0.08391710	0.04814087	0.05200843	-0.00410603	-0.00778674	-0.00183970	0.06673690	0.04419689	0.04485521	-0.00341912	-0.01255119	-0.00134258	0.10520234	0.08025135	0.08869938	0.00068758	-0.00092607	0.00022285	0.06921256	0.07548539	0.07700431	-0.00040278	-0.00105154	0.00153024	0.05040543	0.06215892	0.04285471	0.00353934	-0.00145138	-0.00084820	0.11552233	0.06334694	0.05274820	-0.00019133	-0.00715601	-0.00289452	0.09003206	0.06120984	0.05395609	-0.00158124	-0.01054638	-0.00651113	0.07007302	0.05529957	0.05182484	-0.00096683	-0.01044089	-0.00999470	0.10458797	0.07760219	0.08667291	-0.00185468	-0.00243002	0.00155371	0.07323302	0.07458343	0.08245663	-0.00127581	-0.00730462	-0.00712386	0.04896197	0.06530742	0.04962272	0.00072638	-0.00585026	-0.00972923
4.366649	0.11203237	0.05489840	0.05342509	-0.00650870	-0.00361949	-0.00150577	0.08382665	0.04797764	0.05197295	-0.00412093	-0.00859033	-0.00217556	0.06665662	0.04392946	0.04484021	-0.00288529	-0.01332814	-0.00224250	0.10519761	0.08020623	0.08869805	0.00018455	-0.00073854	0.00070781	0.06920202	0.07547489	0.07701966	-0.00029355	0.00009265	0.00121870	0.05044411	0.06212733	0.04283856	0.00569376	-0.00230792	-0.00123665	0.11552754	0.06319735	0.05269655	-0.00013866	-0.00951383	-0.00440136	0.09000816	0.06098843	0.05380785	-0.00192159	-0.01381142	-0.00876570	0.07008728	0.05505852	0.05160963	-0.00220378	-0.01303577	-0.01381358	0.10455623	0.07754170	0.08670776	-0.00242365	-0.00314922	0.00112728	0.07321640	0.07439020	0.08231055	-0.00203152	-0.00803552	-0.01084720	0.04900810	0.06516006	0.04942931	0.00035141	-0.00650029	-0.01505774
4.383316	0.11191964	0.05482055	0.05340674	-0.00596917	-0.00276200	-0.00152330	0.08374436	0.04778116	0.05193162	-0.00376211	-0.00863362	-0.00254045	0.06660421	0.04365052	0.04478439	-0.00218124	-0.01297414	-0.00314917	0.10518792	0.08018545	0.08870871	-0.00027865	-0.00027120	0.00106074	0.06919944	0.07547349	0.07704511	-0.00025544	0.00106793	0.00099902	0.05055966	0.06207816	0.04281589	0.00739488	-0.00271636	-0.00161851	0.11554722	0.06301006	0.05260454	0.00007033	-0.01152904	-0.00604528	0.09004281	0.06074199	0.05359587	-0.00263688	-0.01682903	-0.01116744	0.07011597	0.05479134	0.05131972	-0.00362517	-0.01431260	-0.01852546	0.10451526	0.07746168	0.08671674	-0.00275948	-0.00283801	0.00051473	0.07321850	0.07423282	0.08207189	-0.00311093	-0.00726047	-0.01539743	0.04909151	0.06499857	0.04911381	-0.00008283	-0.00591906	-0.02089229
4.399982	0.11183541	0.05479201	0.05337156	-0.00521297	-0.00148979	-0.00150294	0.08369613	0.04762647	0.05188011	-0.00326676	-0.00768409	-0.00262276	0.06658565	0.04341283	0.04470956	-0.00173581	-0.01167570	-0.00351961	0.10518029	0.08017959	0.08875450	-0.00043634	0.00038240	0.00113309	0.06920214	0.07549891	0.07707372	-0.00027314	0.00158031	0.00097379	0.05076163	0.06200613	0.04279686	0.00800555	-0.00271331	-0.00150562	0.11551376	0.06277669	0.05250011	0.00102878	-0.01279871	-0.00784326	0.08995046	0.06043749	0.05340377	-0.00295476	-0.01899727	-0.01403674	0.07001934	0.05453436	0.05100751	-0.00401312	-0.01478449	-0.02342295	0.10444640	0.07738209	0.08672632	-0.00288499	-0.00199222	-0.00015613	0.07314239	0.07411125	0.08178592	-0.00380894	-0.00649067	-0.01974885	0.04905897	0.06488619	0.04871466	0.00038102	-0.00517650	-0.02617312
4.416649	0.11176828	0.05478083	0.05334488	-0.00468979	-0.00044747	-0.00161675	0.08366565	0.04751997	0.05183580	-0.00315977	-0.00646832	-0.00262407	0.06659653	0.04327262	0.04463214	-0.00174128	-0.01044054	-0.00326137	0.10517428	0.08021329	0.08878668	-0.00027631	0.00094965	0.00098523	0.06920063	0.07553363	0.07709005	-0.00029635	0.00140068	0.00108902	0.05094790	0.06195640	0.04274716	0.00734256	-0.00300662	-0.00097588	0.11552635	0.06254771	0.05234393	0.00256074	-0.01328116	-0.00943745	0.08987761	0.06008849	0.05319411	-0.00241083	-0.02048914	-0.01634062	0.06986575	0.05430027	0.05058885	-0.00317925	-0.01463071	-0.02737559	0.10438822	0.07736671	0.08671786	-0.00283518	-0.00095688	-0.00072792	0.07304578	0.07406801	0.08142368	-0.00384306	-0.00624994	-0.02270633	0.04899489	0.06485411	0.04821506	0.00138591	-0.00469813	-0.02998651
4.433315	0.11170442	0.05481446	0.05332098	-0.00473002	0.00014756	-0.00193215	0.08362618	0.04745910	0.05178737	-0.00345921	-0.00554862	-0.00259624	0.06657106	0.04315759	0.04457186	-0.00223574	-0.01002524	-0.00259678	0.10517007	0.08025033	0.08879728	0.00002343	0.00102945	0.00065808	0.06919277	0.07560345	0.07708534	-0.00018552	0.00039127	0.00118506	0.05106027	0.06192808	0.04272383	0.00569037	-0.00349473	-0.00046764	0.11554827	0.06231526	0.05217623	0.00434631	-0.01337824	-0.01060775	0.08976772	0.05969619	0.05291174	-0.00094675	-0.02171339	-0.01764770	0.06972985	0.05408404	0.05006868	-0.00138369	-0.01420628	-0.03027401	0.10435039	0.07739785	0.08668935	-0.00269623	-0.00009283	-0.00108764	0.07292533	0.07400947	0.08097918	-0.00341968	-0.00638834	-0.02437363	0.04894955	0.06484574	0.04764607	0.00271213	-0.00451257	-0.03229100
4.449982	0.11162364	0.05481719	0.05330067	-0.00516346	0.00055045	-0.00207526	0.08356411	0.04738650	0.05175947	-0.00389864	-0.00494361	-0.00247086	0.06652142	0.04302204	0.04455302	-0.00294340	-0.01013996	-0.00195079	0.10516512	0.08026824	0.08878297	0.00016503	0.00072010	0.00026148	0.06917636	0.07560173	0.07710443	0.00010006	-0.00070177	0.00111200	0.05109025	0.06190054	0.04272861	0.00380786	-0.00351469	-0.00029279	0.11568796	0.06211615	0.05196670	0.00553446	-0.01333503	-0.01101783	0.08980198	0.05935382	0.05252677	0.00052508	-0.02237353	-0.01795955	0.06979313	0.05382699	0.04948497	0.00029341	-0.01344487	-0.03171961	0.10431764	0.07741932	0.08666781	-0.00251823	0.00036717	-0.00138116	0.07290570	0.07387076	0.08053060	-0.00301180	-0.00605962	-0.02524762	0.04909888	0.06475349	0.04708142	0.00396060	-0.00410588	-0.03304160
4.466649	0.11153290	0.05481651	0.05325761	-0.00582090	0.00073668	-0.00197797	0.08347027	0.04728810	0.05170903	-0.00412645	-0.00439368	-0.00222324	0.06643687	0.04279905	0.04453849	-0.00343104	-0.01015664	-0.00155748	0.10517780	0.08026996	0.08878332	0.00000667	0.00029773	0.00012018	0.06917897	0.07556010	0.07714147	0.00036962	-0.00148602	0.00105076	0.05111180	0.06180051	0.04276299	0.00263597	-0.00288424	-0.00044320	0.11581884	0.06188899	0.05177357	0.00563154	-0.01299802	-0.01045578	0.08986907	0.05897165	0.05217955	0.00095856	-0.02188397	-0.01701073	0.06990398	0.05359341	0.04891161	0.00119012	-0.01220712	-0.03142826	0.10428378	0.07742039	0.08664044	-0.00276455	0.00030898	-0.00148226	0.07290033	0.07370270	0.08010153	-0.00295387	-0.00493465	-0.02540155	0.04923986	0.06461589	0.04650542	0.00444468	-0.00342002	-0.03225632
4.483315	0.11142318	0.05481455	0.05320258	-0.00630325	0.00060085	-0.00152400	0.08339015	0.04718721	0.05167262	-0.00409299	-0.00380242	-0.00180130	0.06637505	0.04258037	0.04452279	-0.00344911	-0.00947369	-0.00152808	0.10519054	0.08025685	0.08878827	-0.00034865	0.00040081	0.00027146	0.06919573	0.07547440	0.07717127	0.00052791	-0.00135281	0.00099034	0.05115207	0.06171263	0.04276382	0.00246814	-0.00204730	-0.00077566	0.11595128	0.06167337	0.05158359	0.00470301	-0.01229481	-0.00927184	0.08996630	0.05860553	0.05190684	0.00061784	-0.02057123	-0.01529413	0.06999863	0.05337425	0.04840966	0.00066761	-0.01062736	-0.02977467	0.10422848	0.07739749	0.08662394	-0.00316267	0.00038780	-0.00155625	0.07289083	0.07358792	0.07971732	-0.00306086	-0.00311652	-0.02491197	0.04935951	0.06452156	0.04598378	0.00360315	-0.00229896	-0.03072516
4.499982	0.11131453	0.05484381	0.05317457	-0.00623437	0.00049290	-0.00083918	0.08332667	0.04713340	0.05163490	-0.00380346	-0.00290648	-0.00122697	0.06632198	0.04241765	0.04448754	-0.00307371	-0.00808352	-0.00143372	0.10518409	0.08025404	0.08880255	-0.00088498	0.00112854	0.00048399	0.06922352	0.07545024	0.07717759	0.00038322	-0.00002172	0.00074972	0.05120931	0.06168004	0.04272301	0.00286616	-0.00079990	-0.00120916	0.11598340	0.06143654	0.05144904	0.00352917	-0.01122250	-0.00797938	0.08992511	0.05822029	0.05173008	-0.00012722	-0.01900729	-0.01351304	0.06991455	0.05323165	0.04794573	-0.00058860	-0.00937143	-0.02762914	0.10417713	0.07740071	0.08659458	-0.00345276	0.00083328	-0.00160158	0.07278772	0.07360145	0.07930447	-0.00299023	-0.00142493	-0.02398232	0.04933426	0.06454218	0.04547890	0.00242868	-0.00096660	-0.02933324
4.516648	0.11119273	0.05486678	0.05317052	-0.00568612	0.00064463	-0.00030730	0.08328419	0.04711488	0.05162228	-0.00354254	-0.00186796	-0.00057824	0.06628548	0.04233686	0.04444869	-0.00257035	-0.00643623	-0.00096884	0.10515571	0.08027180	0.08880850	-0.00150703	0.00223012	0.00049643	0.06922813	0.07546315	0.07717250	-0.00013854	0.00190978	0.00061766	0.05126313	0.06173138	0.04266895	0.00323163	0.00097419	-0.00154777	0.11600413	0.06126994	0.05134506	0.00285422	-0.00993241	-0.00689666	0.08985970	0.05793897	0.05156073	-0.00021029	-0.01705659	-0.01294065	0.06984504	0.05312567	0.04750967	-0.00106462	-0.00905801	-0.02558130	0.10409685	0.07741775	0.08656677	-0.00326922	0.00140992	-0.00176453	0.07268742	0.07367002	0.07888227	-0.00207932	-0.00082210	-0.02275346	0.04932000	0.06459818	0.04502671	0.00273830	-0.00034064	-0.02783353
